area_data_type,geography_type,geography_id,geography_desc,geography_desc_full,total_units,biz_res,technology,speed_02_02,speed_10_1,speed_25_3,speed_100_20,speed_250_25,speed_1000_100
Nontribal,Census Place,4543495,McBee,"McBee, SC",486,B,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Nontribal,Census Place,4543495,McBee,"McBee, SC",486,R,Licensed Fixed Wireless,0.736625514,0.701646091,0.701646091,0.691358025,0.000000000,0
Nontribal,Census Place,4543495,McBee,"McBee, SC",486,B,Licensed Fixed Wireless,0.853909465,0.823045267,0.823045267,0.734567901,0,0
Nontribal,Census Place,4543495,McBee,"McBee, SC",486,R,Other,0,0,0,0,0,0.000000000
Nontribal,Census Place,4543495,McBee,"McBee, SC",486,B,Other,0,0,0,0.000000000,0,0
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.981941309,0.981941309
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.981941309,0.981941309
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,R,All Wired,0.997742664,0.997742664,0.997742664,0.986455982,0.981941309,0.981941309
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,B,All Wired,0.997742664,0.997742664,0.997742664,0.986455982,0.981941309,0.981941309
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.988713318,0.981941309,0.981941309
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.988713318,0.981941309,0.981941309
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.988713318,0.981941309,0.981941309
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.988713318,0.981941309,0.981941309
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,R,Copper,0.855530474,0.855530474,0.855530474,0.257336343,0,0.000000000
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,B,Copper,0.855530474,0.855530474,0.855530474,0.257336343,0,0
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,R,Cable/Fiber,0.981941309,0.981941309,0.981941309,0.981941309,0.981941309,0.981941309
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,B,Cable/Fiber,0.981941309,0.981941309,0.981941309,0.981941309,0.981941309,0.981941309
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,R,Cable,0.000000000,0,0,0,0,0
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,B,Cable,0,0,0,0,0,0.000000000
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,R,Fiber,0.981941309,0.981941309,0.981941309,0.981941309,0.981941309,0.981941309
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,B,Fiber,0.981941309,0.981941309,0.981941309,0.981941309,0.981941309,0.981941309
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,R,All Fixed Wireless,0.812641084,0.753950339,0.753950339,0.189616253,0.000000000,0
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,B,All Fixed Wireless,0.925507901,0.875846501,0.875846501,0.162528217,0.000000000,0
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,R,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,B,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,R,Licensed Fixed Wireless,0.812641084,0.753950339,0.753950339,0.189616253,0.000000000,0
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,B,Licensed Fixed Wireless,0.925507901,0.875846501,0.875846501,0.162528217,0,0
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,R,Other,0.000000000,0,0,0,0,0
Nontribal,Census Place,4543585,McClellanville,"McClellanville, SC",443,B,Other,0,0.000000000,0,0,0,0
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.910256410,0.362535613
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.552706553,0.210113960
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,R,All Wired,0.988603989,0.987179487,0.910256410,0.910256410,0.910256410,0.362535613
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,B,All Wired,0.974358974,0.961538462,0.552706553,0.552706553,0.552706553,0.210113960
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.910256410,0.910256410,0.362535613
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,0.608262108,0.552706553,0.210113960
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.910256410,0.910256410,0.362535613
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.608262108,0.552706553,0.210113960
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,R,Copper,0.896011396,0.861111111,0,0,0,0
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,B,Copper,0.896011396,0.861111111,0,0,0,0.000000000
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,R,Cable/Fiber,0.910256410,0.910256410,0.910256410,0.910256410,0.910256410,0.362535613
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,B,Cable/Fiber,0.552706553,0.552706553,0.552706553,0.552706553,0.552706553,0.210113960
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,R,Cable,0.899572650,0.899572650,0.899572650,0.899572650,0.899572650,0
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,B,Cable,0.534900285,0.534900285,0.534900285,0.534900285,0.534900285,0
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,R,Fiber,0.362535613,0.362535613,0.362535613,0.362535613,0.362535613,0.362535613
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,B,Fiber,0.217236467,0.217236467,0.217236467,0.217236467,0.217236467,0.210113960
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,R,All Fixed Wireless,1.000000000,1.000000000,1.000000000,0.086894587,0,0
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,B,All Fixed Wireless,1.000000000,1.000000000,1.000000000,0.091880342,0,0.000000000
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,R,Unlicensed Fixed Wireless,0,0,0,0,0,0.000000000
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,B,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,R,Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.086894587,0,0
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,B,Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,0.091880342,0,0
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,R,Other,0,0,0.000000000,0,0,0
Nontribal,Census Place,4543630,McColl,"McColl, SC",1404,B,Other,0,0,0,0,0,0.000000000
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,R,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,B,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,R,Copper,0.006329114,0.006329114,0,0,0,0
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,B,Copper,0.006329114,0.006329114,0,0,0,0
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,R,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,B,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,R,Cable,0,0,0,0,0.000000000,0
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,B,Cable,0,0,0,0,0,0.000000000
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,R,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,B,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0.000000000,0,0
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,R,All Fixed Wireless,0.069620253,0.056962025,0.056962025,0.006329114,0,0
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,B,All Fixed Wireless,0.322784810,0.322784810,0.316455696,0,0,0
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,R,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,B,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,R,Licensed Fixed Wireless,0.069620253,0.056962025,0.056962025,0.006329114,0,0
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,B,Licensed Fixed Wireless,0.322784810,0.322784810,0.316455696,0,0,0
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,R,Other,0,0.000000000,0,0,0,0
Nontribal,Census Place,4543675,McConnells,"McConnells, SC",158,B,Other,0,0,0.000000000,0,0,0
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,R,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,B,All Wired,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,R,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,B,Any Terrestrial,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,B,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,R,Copper,0.000000000,0,0,0,0,0
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,B,Copper,0,0,0,0,0,0.000000000
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,R,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,B,Cable/Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,R,Cable,0,0,0.000000000,0,0,0
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,B,Cable,0,0.000000000,0,0,0,0
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,R,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,B,Fiber,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000,1.000000000
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0.000000000
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,R,All Fixed Wireless,0.612778316,0.575024201,0.575024201,0.487899322,0,0
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,B,All Fixed Wireless,0.707647628,0.667957406,0.667957406,0.574056147,0,0
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,R,Unlicensed Fixed Wireless,0,0,0.000000000,0,0,0
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,B,Unlicensed Fixed Wireless,0.000000000,0,0,0,0,0
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,R,Licensed Fixed Wireless,0.612778316,0.575024201,0.575024201,0.487899322,0,0.000000000
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,B,Licensed Fixed Wireless,0.707647628,0.667957406,0.667957406,0.574056147,0,0
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,R,Other,0,0,0,0,0.000000000,0
Nontribal,Census Place,4543720,McCormick,"McCormick, SC",1033,B,Other,0,0,0,0,0.000000000,0
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.912859560,0.145093063
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.344331641,0.145939086
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,R,All Wired,0.999153976,0.999153976,0.997884941,0.912859560,0.912859560,0.145093063
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,B,All Wired,0.975042301,0.975042301,0.838832487,0.344331641,0.344331641,0.145939086
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,R,Any Terrestrial,1.000000000,1.000000000,0.998730964,0.920050761,0.912859560,0.145093063
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,B,Any Terrestrial,1.000000000,0.998307953,0.958121827,0.667935702,0.344331641,0.145939086
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,0.998730964,0.920050761,0.912859560,0.145093063
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,B,All Wired and Licensed Fixed Wireless,1.000000000,0.998307953,0.958121827,0.667935702,0.344331641,0.145939086
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,R,Copper,0.829103215,0.829103215,0.689509306,0,0,0
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,B,Copper,0.829103215,0.829103215,0.689509306,0,0.000000000,0
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,R,Cable/Fiber,0.912859560,0.912859560,0.912859560,0.912859560,0.912859560,0.145093063
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,B,Cable/Fiber,0.344331641,0.344331641,0.344331641,0.344331641,0.344331641,0.145939086
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,R,Cable,0.836717428,0.836717428,0.836717428,0.836717428,0.836717428,0
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,B,Cable,0.271996616,0.271996616,0.271996616,0.271996616,0.271996616,0.000000000
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,R,Fiber,0.145093063,0.145093063,0.145093063,0.145093063,0.145093063,0.145093063
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,B,Fiber,0.152284264,0.152284264,0.152284264,0.152284264,0.152284264,0.145939086
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0.000000000,0
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0.000000000
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,R,All Fixed Wireless,0.780456853,0.715313029,0.715313029,0.482233503,0,0
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,B,All Fixed Wireless,0.950084602,0.865059222,0.860829103,0.582910321,0,0
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,R,Unlicensed Fixed Wireless,0,0,0,0,0.000000000,0
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,B,Unlicensed Fixed Wireless,0,0,0,0,0.000000000,0
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,R,Licensed Fixed Wireless,0.780456853,0.715313029,0.715313029,0.482233503,0,0
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,B,Licensed Fixed Wireless,0.950084602,0.865059222,0.860829103,0.582910321,0,0
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,R,Other,0,0,0,0,0,0.000000000
Nontribal,Census Place,4544350,Manning,"Manning, SC",2364,B,Other,0,0,0,0.000000000,0,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.850694444,0.000000000
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.104166667,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,R,All Wired,1.000000000,0.993055556,0.916666667,0.850694444,0.850694444,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,B,All Wired,1.000000000,0.989583333,0.444444444,0.104166667,0.104166667,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,R,Any Terrestrial,1.000000000,1.000000000,0.951388889,0.868055556,0.850694444,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,B,Any Terrestrial,1.000000000,0.993055556,0.909722222,0.399305556,0.104166667,0.000000000
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,R,All Wired and Licensed Fixed Wireless,1.000000000,1.000000000,0.951388889,0.868055556,0.850694444,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,B,All Wired and Licensed Fixed Wireless,1.000000000,0.993055556,0.909722222,0.399305556,0.104166667,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,R,Copper,1.000000000,0.989583333,0.381944444,0,0.000000000,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,B,Copper,1.000000000,0.989583333,0.381944444,0,0,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,R,Cable/Fiber,0.850694444,0.850694444,0.850694444,0.850694444,0.850694444,0.000000000
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,B,Cable/Fiber,0.104166667,0.104166667,0.104166667,0.104166667,0.104166667,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,R,Cable,0.850694444,0.850694444,0.850694444,0.850694444,0.850694444,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,B,Cable,0.104166667,0.104166667,0.104166667,0.104166667,0.104166667,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,R,Fiber,0,0,0.000000000,0,0,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,B,Fiber,0,0,0,0,0.000000000,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,R,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,B,All Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,R,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,B,GSO Satellite,1.000000000,1.000000000,1.000000000,0,0,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,R,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,B,NGSO Satellite,1.000000000,1.000000000,1.000000000,1.000000000,0.000000000,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,R,All Fixed Wireless,0.857638889,0.819444444,0.819444444,0.392361111,0,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,B,All Fixed Wireless,0.909722222,0.871527778,0.871527778,0.322916667,0,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,R,Unlicensed Fixed Wireless,0,0,0,0.000000000,0,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,B,Unlicensed Fixed Wireless,0,0.000000000,0,0,0,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,R,Licensed Fixed Wireless,0.857638889,0.819444444,0.819444444,0.392361111,0,0.000000000
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,B,Licensed Fixed Wireless,0.909722222,0.871527778,0.871527778,0.322916667,0,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,R,Other,0,0.000000000,0,0,0,0
Nontribal,Census Place,4544395,Manville,"Manville, SC",288,B,Other,0.000000000,0,0,0,0,0
Nontribal,Census Place,4544575,Marion,"Marion, SC",3628,R,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.893880926,0.005512679
Nontribal,Census Place,4544575,Marion,"Marion, SC",3628,B,Any Technology,1.000000000,1.000000000,1.000000000,1.000000000,0.154079383,0.005788313
Nontribal,Census Place,4544575,Marion,"Marion, SC",3628,R,All Wired,0.972712238,0.947629548,0.893880926,0.893880926,0.893880926,0.005512679
Nontribal,Census Place,4544575,Marion,"Marion, SC",3628,B,All Wired,0.914277839,0.652425579,0.154079383,0.154079383,0.154079383,0.005788313
Nontribal,Census Place,4544575,Marion,"Marion, SC",3628,R,Any Terrestrial,0.982359427,0.964443219,0.934399118,0.917861080,0.893880926,0.005512679
Nontribal,Census Place,4544575,Marion,"Marion, SC",3628,B,Any Terrestrial,0.994487321,0.945148842,0.907938258,0.565876516,0.154079383,0.005788313
Nontribal,Census Place,4544575,Marion,"Marion, SC",3628,R,All Wired and Licensed Fixed Wireless,0.982359427,0.964443219,0.934399118,0.917861080,0.893880926,0.005512679
Nontribal,Census Place,4544575,Marion,"Marion, SC",3628,B,All Wired and Licensed Fixed Wireless,0.994487321,0.945148842,0.907938258,0.565876516,0.154079383,0.005788313
Nontribal,Census Place,4544575,Marion,"Marion, SC",3628,R,Copper,0.878996692,0.585446527,0,0,0,0
Nontribal,Census Place,4544575,Marion,"Marion, SC",3628,B,Copper,0.878996692,0.585446527,0,0,0.000000000,0
Nontribal,Census Place,4544575,Marion,"Marion, SC",3628,R,Cable/Fiber,0.893880926,0.893880926,0.893880926,0.893880926,0.893880926,0.005512679
Nontribal,Census Place,4544575,Marion,"Marion, SC",3628,B,Cable/Fiber,0.154079383,0.154079383,0.154079383,0.154079383,0.154079383,0.005788313
Nontribal,Census Place,4544575,Marion,"Marion, SC",3628,R,Cable,0.893054024,0.893054024,0.893054024,0.893054024,0.893054024,0
